name,alt_name,ra,dec,bv_color,parallax
HR 688,,280.10083,-57.08698,1.55,
HR 6880,,79.60857,25.61172,1.1,0.037
HR 6881,,19.04029,0.69057,0.01,
HR 6882,,51.06908,16.52644,1.6,
HR 6883,,40.53315,11.78921,0.04,
HR 6884,Zet Sct,21.81552,2.034,0.95,0.015
HR 6885,,45.95025,14.18938,1.27,0.023
HR 6886,,77.9024,25.07392,1.07,
HR 6887,,44.90652,13.66668,1.2,
HR 6888,18    Sgr,2.56376,-8.35118,1.14,
HR 6889,,357.83503,-10.73181,1,
HR 689,69    Cet,164.94777,-54.91691,1.65,
HR 6890,,26.60548,4.43707,0.34,
HR 6891,,77.27158,24.86777,1.66,0
HR 6892,,23.58163,2.67301,1.16,
HR 6893,,359.75501,-9.93636,-0.08,
HR 6894,,346.61047,-16.02075,0.84,0.026
HR 6895,109    Her,49.76677,15.59932,1.18,0.025
HR 6896,21    Sgr,11.73594,-3.74629,1.31,0.013
HR 6897,Alp Tel,348.66535,-15.18427,-0.17,
HR 6898,,28.49235,5.16504,0.37,0.011
HR 6899,,320.57711,-24.73391,0.98,
HR 69,,109.9955,-50.83138,1.03,
HR 690,,135.87334,-5.16791,0.86,
HR 6900,,34.4885,8.15693,0.02,
HR 6901,,66.52558,21.61602,,
HR 6902,,37.21267,9.36221,0.92,
HR 6903,2Mu  Lyr,67.32943,21.80279,0.03,0.004
HR 6904,,55.29609,17.50851,0.05,0.004
HR 6905,Zet Tel,345.82177,-16.68359,1.02,0.027
HR 6906,,43.60273,12.31487,0.01,
HR 6907,,3.68718,-8.47093,0.52,
HR 6908,,337.57404,-19.87202,0.98,
HR 6909,,6.54662,-7.02307,0.26,0.009
HR 691,70    Cet,166.40306,-55.89787,0.31,
HR 6910,,355.33161,-12.57247,0.13,
HR 6911,,81.86156,25.44169,0.16,
HR 6912,,312.08649,-26.50268,-0.13,
HR 6913,22Lam Sgr,7.66021,-6.52163,1.04,0.053
HR 6914,,6.47445,-7.15278,0.16,
HR 6915,,350.84283,-14.69817,0.9,
HR 6916,Nu  Pav,332.81626,-21.55817,-0.11,
HR 6917,,57.75724,18.20384,0.06,
HR 6918,59    Ser,30.3368,5.47869,0.5,0.016
HR 6919,,14.45409,-3.01909,0.01,
HR 692,,179.78967,-63.1446,0.35,
HR 6920,43Phi Dra,101.87564,28.03546,-0.1,0.012
HR 6921,,355.53532,-12.65803,-0.02,
HR 6922,,347.6766,-16.14299,1.26,
HR 6923,39    Dra,87.87643,26.4413,0.08,0.035
HR 6924,,54.53047,16.79838,-0.11,
HR 6925,,33.59086,6.95549,1.62,
HR 6926,,6.719,-7.24386,0.11,
HR 6927,44Chi Dra,103.45629,28.05702,0.49,0.12
HR 6928,,35.80947,8.02496,-0.03,
HR 6929,,7.95248,-6.72814,0.07,
HR 693,,193.30508,-67.06,1.23,
HR 6930,Gam Sct,17.46315,-1.78907,0.06,0.025
HR 6931,,352.8089,-14.2269,0.14,
HR 6932,,17.51423,-1.92117,-0.04,
HR 6933,,13.87573,-3.92277,1.06,0.011
HR 6934,Del1Tel,349.05546,-15.92803,-0.11,
HR 6935,60    Ser,28.67674,3.92819,0.96,0.013
HR 6936,,1.10717,-10.48928,0.16,0.023
HR 6937,,351.36664,-15.0146,1.34,
HR 6938,Del2Tel,349.22614,-15.91137,-0.14,
HR 6939,,336.54136,-20.70143,0.68,
HR 694,64    And,137.86402,-10.15009,0.98,-0.001
HR 6940,,25.41828,2.08128,0.95,
HR 6941,,34.13045,6.59893,0.11,
HR 6942,,354.99175,-13.5533,0.08,0.022
HR 6943,,52.32208,15.18547,-0.1,
HR 6944,,14.30134,-4.03426,0,0.017
HR 6945,42    Dra,95.41931,27.1256,1.19,0.021
HR 6946,,21.05743,-0.52593,0.24,
HR 6947,,13.70633,-4.4595,1.13,
HR 6948,,354.86803,-13.74564,0.42,
HR 6949,,88.7894,26.08551,,
HR 695,Kap For,208.85523,-69.2025,0.6,0.077
HR 6950,,49.54443,13.72336,0.79,0.029
HR 6951,The CrA,352.61981,-14.80362,1.01,-0.001
HR 6952,Kap1CrA,355.99837,-13.33221,,
HR 6953,Kap2CrA,355.99267,-13.33403,-0.06,
HR 6954,,342.42575,-18.90778,1.25,
HR 6955,,45.95718,12.02447,0.04,
HR 6956,,17.74553,-2.50087,0.22,
HR 6957,61    Ser,29.81202,3.8757,0.16,
HR 6958,,33.99718,5.96344,-0.04,
HR 6959,,17.59048,-2.68318,1.97,
HR 696,10    Per,135.61663,-3.93319,0.31,
HR 6960,,1.34645,-11.04687,-0.11,
HR 6961,24    Sgr,9.51941,-7.09594,1.79,
HR 6962,,17.70435,-2.87693,0.04,
HR 6963,,25.61312,1.30137,0.02,
HR 6964,,310.43379,-26.94423,1.26,
HR 6965,25    Sgr,9.41545,-7.31459,0.54,
HR 6966,,52.38561,14.41977,1.46,
HR 6967,,38.28767,7.75087,-0.03,
HR 6968,,59.03738,17.09482,-0.1,0.009
HR 6969,,12.54243,-5.96409,0.28,
HR 697,,195.13289,-67.19504,0.94,
HR 6970,,21.30541,-1.39632,0.92,0.012
HR 6971,,59.41223,17.11028,-0.12,
HR 6972,,4.58281,-10.01247,1.27,
HR 6973,Alp Sct,23.75106,-0.17519,1.33,0.016
HR 6974,,80.90445,23.93694,-0.07,
HR 6975,,49.57744,12.80502,0.11,
HR 6976,,40.81867,8.60271,0.08,
HR 6977,,47.56322,11.66908,0,
HR 6978,45    Dra,86.19705,24.98743,0.61,0.013
HR 6979,,95.35187,26.56862,0.3,
HR 698,,260.02877,-65.60302,1,
HR 6980,,52.63556,13.84149,1,0.006
HR 6981,,46.49918,11.00212,0.53,0.02
HR 6982,Zet Pav,323.48314,-24.95132,1.14,0.035
HR 6983,,81.22838,23.73437,1.09,0.004
HR 6984,,63.04252,18.05113,-0.11,-0.021
HR 6985,,39.40054,7.45049,0.37,0.033
HR 6986,,347.61859,-17.85689,0.23,
HR 6987,,37.21334,6.31354,0.37,0.032
HR 6988,,12.31036,-6.74591,0.19,
HR 6989,,18.95135,-3.44178,0.21,
HR 699,65    And,137.94845,-9.82682,1.53,0.011
HR 6990,,10.47014,-7.8079,0.02,
HR 6991,,352.23394,-16.17133,1.68,0.004
HR 6992,,41.56389,8.30371,-0.02,
HR 6993,,31.07731,2.93719,0.07,
HR 6994,,316.48751,-26.28576,0.6,
HR 6995,,45.91601,10.39595,0.9,
HR 6996,,330.722,-23.38986,0.15,
HR 6997,,62.18444,17.42371,-0.1,0.007
HR 6998,,12.72507,-6.79649,0.68,0.072
HR 6999,,28.60193,1.44057,0.55,0.027
HR 7,10    Cas,118.05853,1.75094,-0.03,
HR 70,26    And,116.70434,-18.68445,-0.08,
HR 700,,247.14876,-68.08567,1.61,
HR 7000,,30.4437,2.41001,0.42,
HR 7001,3Alp Lyr,67.44807,19.23732,0,0.123
HR 7002,,39.34926,6.90479,1.32,0.011
HR 7003,,71.90027,20.71848,0.24,
HR 7004,,330.85493,-23.49669,0.96,
HR 7005,,347.57803,-18.27788,1.22,
HR 7006,,108.91223,27.60617,1.18,0.014
HR 7007,,24.69976,-1.02299,1.55,
HR 7008,,36.28367,5.02179,0.78,
HR 7009,,68.41111,19.32308,1.65,
HR 701,,273.27591,-60.44321,0.22,
HR 7010,,38.1896,5.91028,0.96,
HR 7011,26    Sgr,10.51281,-8.64085,0.23,
HR 7012,,330.5664,-23.76286,0.2,0.035
HR 7013,,95.49142,26.06476,0.28,0.009
HR 7014,,18.85206,-4.47972,0.81,
HR 7015,,334.54087,-22.79625,1.46,
HR 7016,,59.93209,15.77303,,
HR 7017,,69.77441,19.48843,-0.06,
HR 7018,,92.27519,25.43017,-0.06,
HR 7019,,67.26669,18.49497,0.21,
HR 702,24Xi  Ari,157.0271,-45.98828,-0.1,
HR 7020,Del Sct,23.83306,-2.09792,0.35,0.025
HR 7021,Lam CrA,357.21212,-15.03658,0.09,0.024
HR 7022,,338.92392,-21.65933,1.38,
HR 7023,,14.74352,-6.85595,1.75,
HR 7024,,25.63184,-1.26662,1,
HR 7025,,115.27153,27.73054,0.05,
HR 7026,,358.76671,-14.47023,0.98,
HR 7027,,321.87538,-25.72814,0,
HR 7028,,81.3148,22.81635,-0.07,
HR 7029,,359.80259,-14.07904,-0.18,
HR 703,,214.69138,-69.20352,1.32,
HR 7030,,60.81041,15.74048,-0.04,
HR 7031,,355.99875,-15.77189,0.87,0.012
HR 7032,Eps Sct,24.66597,-2.01804,1.12,0.016
HR 7033,,63.86705,16.8318,-0.13,
HR 7034,,26.00077,-1.42744,0.48,
HR 7035,,9.73445,-9.76019,0.05,
HR 7036,The Pav,330.43045,-24.13753,0.24,
HR 7037,,345.90806,-19.79728,0.28,
HR 7038,,13.43931,-8.11804,0.45,
HR 7039,27Phi Sgr,7.9963,-10.77453,-0.11,
HR 704,71    Cet,169.53214,-56.93423,0,
HR 7040,4    Aql,34.01341,2.40857,-0.06,0.005
HR 7041,,68.40846,18.2599,1.59,
HR 7042,,92.59705,25.08984,0.98,
HR 7043,,65.74217,17.2194,1.04,
HR 7044,,61.29054,15.43297,0.34,0.026
HR 7045,,14.77798,-7.65401,1.65,
HR 7046,28    Sgr,12.27981,-8.94078,1.64,
HR 7047,,53.50483,11.92082,0.4,0.019
HR 7048,,37.15556,3.82765,0.04,0.006
HR 7049,46    Dra,84.93923,23.28539,-0.09,0.011
HR 705,Del Hyi,291.24995,-46.36692,0.03,0.05
HR 7050,Mu  CrA,355.51402,-16.53758,0.78,0.023
HR 7051,4Eps1Lyr,68.8486,18.19772,0.16,0.021
HR 7052,4Eps1Lyr,68.84957,18.1984,,0.021
HR 7053,5Eps2Lyr,68.79548,18.17024,0.19,0.021
HR 7054,5Eps2Lyr,68.79518,18.17014,,0.021
HR 7055,,23.37576,-3.56219,0.59,
HR 7056,6Zet1Lyr,66.85405,17.38248,0.19,0.031
HR 7057,7Zet2Lyr,66.84595,17.3731,0.28,0.031
HR 7058,,52.1094,11.05447,0.02,
HR 7059,5    Aql,31.51016,0.66555,0.13,0.009
HR 706,,254.49518,-66.44465,0.66,
HR 7060,,83.22298,22.73737,0.12,
HR 7061,110    Her,50.79011,10.43016,0.46,0.052
HR 7062,Eta1CrA,352.39759,-17.91614,0.13,
HR 7063,Bet Sct,28.22066,-1.2174,1.1,0.019
HR 7064,,56.5051,12.89845,1.2,0.023
HR 7065,,350.33338,-18.75937,0.9,
HR 7066,,27.40329,-1.72184,1.47,0.001
HR 7067,,49.2077,9.42175,1.59,
HR 7068,Eta2CrA,352.68949,-17.9548,-0.08,
HR 7069,111    Her,48.76311,9.124,0.13,0.032
HR 707,Iot Cas,132.1239,6.28975,0.12,0.023
HR 7070,,1.06346,-14.65727,1.08,
HR 7071,,84.35506,22.80487,0.82,
HR 7072,,15.97563,-7.79201,,
HR 7073,,70.72894,18.48123,-0.13,
HR 7074,Lam Pav,333.6112,-23.87354,-0.14,
HR 7075,,90.85145,24.35617,0.96,0.006
HR 7076,,36.32329,2.686,1.51,
HR 7077,,15.57247,-8.20701,0.2,
HR 7078,29    Sgr,14.5047,-8.73923,1.41,0.034
HR 7079,,53.78776,11.13933,0.49,
HR 708,72Rho Cet,183.74679,-63.34894,-0.03,0.029
HR 7080,,75.64262,19.97995,0.07,
HR 7081,,61.47942,14.56513,-0.13,
HR 7082,,101.44132,26.17804,,
HR 7083,,27.46728,-2.30364,1.6,
HR 7084,,82.44529,22.03295,-0.09,
HR 7085,,33.46841,0.78591,0.04,
HR 7086,,50.00458,9.22202,0.03,
HR 7087,Kap Tel,344.1607,-21.26985,0.94,0.014
HR 7088,30    Sgr,12.94557,-9.78003,0.38,
HR 7089,,25.76097,-3.35271,3.09,
HR 709,66    And,138.17774,-9.42567,0.41,
HR 7090,,78.47559,20.73948,,
HR 7091,,55.30065,11.58223,,
HR 7092,,349.73462,-19.51086,1.63,0.009
HR 7093,,344.36801,-21.29718,-0.09,
HR 7094,,24.1639,-4.33789,0.61,
HR 7095,,347.99378,-20.17632,0.14,
HR 7096,,78.19577,20.55038,0.21,
HR 7097,,349.7766,-19.59561,0.03,
HR 7098,,61.51228,14.16786,0.02,
HR 7099,,42.65054,5.12943,,0.005
HR 71,,114.79125,-30.83556,-0.01,
HR 710,,189.52978,-65.07747,0.15,0.015
HR 7100,8Nu 1Lyr,62.63783,14.62876,-0.16,
HR 7101,8    Aql,29.97053,-1.49674,0.3,
HR 7102,9Nu 2Lyr,62.39887,14.50326,0.08,0.02
HR 7103,,8.96237,-12.01264,0.94,
HR 7104,,6.42547,-13.16114,1.35,
HR 7105,,5.15783,-13.72303,-0.05,
HR 7106,10Bet Lyr,63.18773,14.7835,0,-0.002
HR 7107,Kap Pav,328.28637,-25.38766,0.71,0.01
HR 7108,,346.53415,-20.88176,0.08,
HR 7109,,45.47662,6.18906,0,
HR 711,,147.90545,-31.17722,1.43,
HR 7110,,24.57039,-4.70116,0.2,
HR 7111,,333.085,-24.53684,1.53,
HR 7112,,59.0027,12.65097,1.18,
HR 7113,112    Her,52.2679,9.41277,-0.07,0.007
HR 7114,33    Sgr,14.0009,-10.09907,1.23,
HR 7115,,66.34971,15.72048,-0.11,
HR 7116,32Nu 1Sgr,12.74333,-10.72419,1.41,0.03
HR 7117,,105.11264,26.39345,0.92,0.02
HR 7118,,71.08249,17.42548,-0.09,
HR 7119,,19.32576,-7.75377,0.17,
HR 712,11    Tri,145.71974,-26.7864,1.12,
HR 7120,35Nu 2Sgr,12.90548,-10.89119,1.33,0.042
HR 7121,34Sig Sgr,9.55591,-12.43509,-0.22,
HR 7122,,353.85161,-18.85122,1,0.01
HR 7123,,82.65856,21.32793,0.84,0.037
HR 7124,50    Dra,106.61404,26.50505,0.05,0.008
HR 7125,47Omi Dra,89.30727,23.13534,1.19,0.006
HR 7126,,18.70872,-8.26556,0.36,
HR 7127,Ome Pav,335.9205,-24.17482,1.37,0.019
HR 7128,,12.52963,-11.28908,-0.02,
HR 7129,,359.15699,-17.02342,-0.14,
HR 713,,200.00653,-67.12239,1.26,
HR 7130,,328.97716,-25.58901,0.97,
HR 7131,11Del1Lyr,66.93366,15.49396,-0.15,
HR 7132,,58.4322,11.76439,1.35,
HR 7133,113    Her,53.63412,9.42166,0.78,0.013
HR 7134,Lam Tel,343.57371,-22.35263,-0.05,
HR 7135,,39.27894,2.12171,1.04,0.011
HR 7136,,356.79612,-18.07934,0.2,
HR 7137,,80.43083,20.39568,0.9,0.024
HR 7138,,71.08009,16.99725,,
HR 7139,12Del2Lyr,66.92583,15.32275,1.68,-0.001
HR 714,Lam Hor,283.78845,-53.20407,0.39,0.023
HR 7140,,64.16881,14.10538,0.91,
HR 7141,63The1Ser,37.21782,0.85403,0.17,0.03
HR 7142,63The2Ser,37.21895,0.8481,0.2,0.03
HR 7143,,31.89244,-1.91961,-0.05,
HR 7144,,35.6997,0.01754,0.97,
HR 7145,36Xi 1Sgr,14.98543,-10.50397,0.13,-0.006
HR 7146,,71.4925,17.0251,1.03,
HR 7147,,49.54463,7.11039,-0.04,
HR 7148,,49.64839,7.15102,1.09,0.004
HR 7149,Eta Sct,28.36019,-3.90875,1.08,0.039
HR 715,Kap Hyi,294.47514,-41.94772,1.09,
HR 7150,37Xi 2Sgr,14.60989,-10.77743,1.18,0.011
HR 7151,,5.36735,-14.95776,1.35,
HR 7152,Eps CrA,359.54238,-17.31705,0.41,0.032
HR 7153,,87.41383,22.31175,1.23,
HR 7154,,78.65415,19.56344,0.43,0.017
HR 7155,,11.17367,-12.48214,0.08,
HR 7156,,357.19482,-18.26743,-0.04,
HR 7157,13    Lyr,73.81508,17.79121,1.59,0
HR 7158,64    Ser,35.85373,-0.14204,0,
HR 7159,,13.36288,-11.52048,0.09,
HR 716,,136.54829,-4.72364,0.09,
HR 7160,,111.63955,26.93064,0.28,
HR 7161,,326.7218,-26.22859,0.56,
HR 7162,,63.34839,13.26573,0.59,0.057
HR 7163,,39.2778,1.30105,0.46,
HR 7164,,17.12067,-10.05927,0.99,
HR 7165,,49.20479,6.36344,0.8,-0.007
HR 7166,,22.33193,-7.55428,-0.04,0.006
HR 7167,10    Aql,46.16132,4.69863,0.25,
HR 7168,,11.31018,-12.93732,1.25,
HR 7169,,359.76384,-17.73361,,
HR 717,12    Tri,146.86467,-28.66827,,
HR 7170,,359.76415,-17.73743,-0.03,
HR 7171,,51.45447,7.33653,-0.04,
HR 7172,11    Aql,45.94132,4.50252,0.53,0.039
HR 7173,,42.85318,2.88137,0.25,
HR 7174,,68.51294,15.20637,-0.17,
HR 7175,48    Dra,87.87341,22.01981,1.15,0.018
HR 7176,13Eps Aql,47.29418,5.04026,1.08,0.028
HR 7177,,355.03562,-19.60368,0,
HR 7178,14Gam Lyr,63.31817,12.81156,-0.05,0.021
HR 7179,,70.88427,15.99846,-0.16,
HR 718,73Xi 2Cet,159.69085,-47.39045,-0.06,0.03
HR 7180,52Ups Dra,102.15014,25.35459,1.15,0.014
HR 7181,,57.41501,9.93674,1.24,-0.002
HR 7182,,13.52524,-12.26519,1.66,
HR 7183,,54.31846,8.41146,1.75,
HR 7184,,88.32723,22.04307,0.08,-0.008
HR 7185,,69.51448,15.36351,-0.17,
HR 7186,,20.34594,-9.09584,1,
HR 7187,,95.68212,23.95493,0.95,-0.002
HR 7188,Zet CrA,354.91271,-19.83476,-0.02,0.031
HR 7189,NOVA 1899,7.03603,-4.80623,,
HR 719,,165.41553,-52.7571,0.97,
HR 7190,,345.82247,-22.64534,1.24,
HR 7191,,92.67645,23.1758,0.93,
HR 7192,15Lam Lyr,62.90574,12.38157,1.47,-0.003
HR 7193,12    Aql,28.97672,-4.88504,1.09,0.021
HR 7194,38Zet Sgr,6.84008,-15.35354,0.08,0.025
HR 7195,,11.59411,-13.32256,1.23,
HR 7196,,80.84499,19.56482,0.98,
HR 7197,,358.75459,-18.56981,0.32,
HR 7198,,51.2637,6.62746,,
HR 7199,,107.06542,26.10453,,-0.004
HR 72,,99.3022,-69.40854,0.68,0.053
HR 720,13    Tri,146.88436,-28.37166,0.58,
HR 7200,,52.66877,7.24498,0.02,
HR 7201,,71.00467,15.73041,,
HR 7202,,57.62081,9.65305,-0.08,0.009
HR 7203,,16.86729,-11.12217,1.29,
HR 7204,,64.53305,12.89044,0.97,
HR 7205,,17.00383,-11.07346,0.48,
HR 7206,,56.49387,9.0451,,
HR 7207,,54.00909,7.78432,0.16,
HR 7208,,41.62559,1.40175,1.67,
HR 7209,14    Aql,30.94071,-4.23509,0,
HR 721,Kap Eri,267.12414,-62.24033,-0.14,
HR 7210,,80.63817,19.28856,-0.18,
HR 7211,,5.8759,-16.16067,0.03,
HR 7212,,64.44158,12.64833,-0.12,
HR 7213,Rho Tel,344.5409,-23.34675,0.53,0.022
HR 7214,,35.93128,-1.86044,0.18,
HR 7215,16    Lyr,77.149,17.85549,0.19,0.036
HR 7216,,51.76923,6.40784,1.34,
HR 7217,39Omi Sgr,14.71393,-12.51274,1.01,0.044
HR 7218,49    Dra,85.83094,20.86485,0.86,
HR 7219,,37.34914,-1.31074,0.13,
HR 722,,289.17046,-48.04453,1.54,
HR 7220,,29.33185,-5.46532,4.19,
HR 7221,,327.1693,-26.76548,0.91,0.03
HR 7222,,53.30438,6.95064,0.32,
HR 7223,,348.79569,-22.36052,-0.02,
HR 7224,,100.31534,24.65124,-0.15,
HR 7225,15    Aql,30.87596,-4.84193,1.12,0.002
HR 7226,Gam CrA,0.15898,-18.73599,0.52,0.054
HR 7227,Gam CrA,0.15898,-18.73599,0.52,0.054
HR 7228,Sig Oct,303.90536,-27.71348,0.27,
HR 7229,,82.46953,19.5861,1,0.005
HR 723,,150.24135,-34.16486,0.15,
HR 7230,,20.43731,-10.15604,-0.02,
HR 7231,,33.16605,-3.776,0.35,
HR 7232,,359.45084,-19.07866,0.72,0.063
HR 7233,,341.04592,-24.51086,1.1,
HR 7234,40Tau Sgr,9.33375,-15.36856,1.19,0.044
HR 7235,17Zet Aql,46.85417,3.24536,0.01,0.045
HR 7236,16Lam Aql,30.25952,-5.5132,-0.09,0.032
HR 7237,,62.98241,11.26004,1.54,0.018
HR 7238,,62.05051,10.82904,1.55,
HR 7239,,20.03971,-10.65753,-0.04,
HR 724,Phi For,236.67707,-68.20185,0.1,0.015
HR 7240,,8.45977,-15.8598,1.61,
HR 7241,,17.75209,-11.78174,-0.04,
HR 7242,Del CrA,356.86231,-20.24345,1.09,0.016
HR 7243,,41.95233,0.45406,1.6,
HR 7244,,61.38087,10.32288,1.65,
HR 7245,,35.29716,-3.20236,0.05,
HR 7246,,12.31849,-14.44707,0.04,
HR 7247,,108.49783,26.02217,0.38,
HR 7248,18    Aql,44.5452,1.62683,-0.07,0.016
HR 7249,,17.35496,-12.2574,-0.11,
HR 725,,159.25913,-46.26785,1.02,
HR 7250,,56.30107,7.67198,0.09,
HR 7251,51    Dra,83.75562,19.5638,-0.01,0.023
HR 7252,,80.31933,18.33738,,
HR 7253,,60.27767,9.5981,0.29,0.025
HR 7254,Alp CrA,359.54131,-19.59268,0.04,0.036
HR 7255,,357.62319,-20.26373,1.06,
HR 7256,,1.28407,-19.02503,-0.02,
HR 7257,,355.55183,-20.97556,-0.08,
HR 7258,,72.15466,14.97675,-0.15,
HR 7259,Bet CrA,358.13867,-20.17168,1.2,0.016
HR 726,,145.39988,-24.6893,1.07,
HR 7260,,49.80067,4.06383,0.7,0.059
HR 7261,17    Lyr,63.90696,11.10975,0.34,0.017
HR 7262,18Iot Lyr,67.23249,12.64624,-0.11,
HR 7263,,54.14875,6.23855,0.4,0.008
HR 7264,41Pi  Sgr,15.88567,-13.29354,0.35,0.026
HR 7265,,17.02992,-12.79765,1.16,0.004
HR 7266,19    Aql,40.33761,-1.11735,0.35,0.032
HR 7267,,49.87728,3.91071,0.52,0.018
HR 7268,,358.54445,-20.24539,0.01,
HR 7269,,34.65373,-4.29355,-0.04,
HR 727,,229.36327,-68.45758,1.11,
HR 7270,,7.95443,-16.95663,-0.04,
HR 7271,,346.77427,-23.85395,0.95,
HR 7272,,65.9942,11.69001,0.63,0.025
HR 7273,,0.05248,-19.98665,1.02,
HR 7274,Tau Pav,326.37791,-27.43297,0.17,
HR 7275,,82.98027,18.73521,1.09,0.002
HR 7276,,15.55432,-14.12739,1.13,
HR 7277,,11.58838,-15.97532,1.38,
HR 7278,,329.22085,-27.27261,0.18,
HR 7279,20    Aql,28.2286,-8.31173,0.13,
HR 728,,149.6248,-32.44932,0.41,0.022
HR 7280,,59.04086,7.79302,0.41,
HR 7281,,352.42569,-22.76554,0.9,0.022
HR 7282,,24.33953,-10.35073,1.44,
HR 7283,19    Lyr,63.19348,9.75302,-0.07,
HR 7284,,71.62282,13.69889,0.09,
HR 7285,,50.30214,3.07861,-0.01,0.007
HR 7286,,54.50107,5.23013,0.03,
HR 7287,21    Aql,37.52126,-3.90151,-0.07,0.009
HR 7288,,40.38698,-2.41972,0.09,
HR 7289,,352.23021,-23.12811,1.35,0.01
HR 729,26    Ari,152.63447,-37.22937,0.25,
HR 7290,55    Dra,96.81664,22.80243,0,
HR 7291,,13.45563,-15.78575,0.54,0.023
HR 7292,42Psi Sgr,12.42239,-16.20347,0.56,0.005
HR 7293,,80.67506,17.27469,0.65,0.044
HR 7294,,80.67731,17.27444,0.65,0.044
HR 7295,53    Dra,87.5642,19.80992,1.01,0.012
HR 7296,,4.43201,-19.44755,0.02,
HR 7297,,343.87761,-25.3249,0.49,
HR 7298,20Eta Lyr,70.61667,12.75293,-0.15,0.002
HR 7299,,53.5576,4.10592,0.88,
HR 73,,323.19757,-72.58175,1.21,
HR 730,,207.10041,-67.26964,0.19,
HR 7300,,49.04551,1.67444,1.07,
HR 7301,1    Sge,54.50024,4.52833,0.11,
HR 7302,,62.85477,8.71721,1.67,
HR 7303,22    Aql,40.1036,-3.34901,0.08,0.016
HR 7304,43    Sgr,18.61076,-14.12913,1.02,0.006
HR 7305,,60.13671,7.2345,-0.06,0.002
HR 7306,1    Vul,54.74071,4.40952,-0.05,0.017
HR 7307,,48.69339,1.18584,-0.02,0.021
HR 7308,,60.56471,7.43946,0.61,
HR 7309,54    Dra,88.51925,19.80845,1.16,0.025
HR 731,27    Ari,154.00625,-39.09201,0.9,
HR 7310,57Del Dra,98.65612,22.99439,1,0.032
HR 7311,,81.09026,16.87258,,
HR 7312,59    Dra,108.07967,25.30998,0.31,0.049
HR 7313,,37.7603,-4.92944,0.02,
HR 7314,21The Lyr,69.89834,11.86279,1.26,0.013
HR 7315,25Ome1Aql,46.24033,-0.48551,0.2,0.014
HR 7316,,2.75974,-20.69466,-0.13,
HR 7317,,21.9464,-13.00371,1.43,0.041
HR 7318,2    Vul,56.35824,4.85337,0.02,0.007
HR 7319,23    Aql,37.00207,-5.52909,1.15,0.003
HR 732,,168.07606,-53.67631,0.17,
HR 7320,,327.35518,-28.06398,1.23,
HR 7321,24    Aql,36.37151,-5.94008,1.05,0.01
HR 7322,,78.24676,15.44412,0.44,0.018
HR 7323,,6.42911,-19.62349,1.67,
HR 7324,,63.55573,8.43918,0.08,
HR 7325,,44.61406,-1.64032,1.05,
HR 7326,,53.44212,3.047,0.03,
HR 7327,,15.63208,-16.16008,0.27,
HR 7328,1Kap Cyg,84.40192,17.85323,0.96,0.024
HR 7329,Eta Tel,342.90031,-26.20727,0.02,0.02
HR 733,,213.51701,-67.78204,0.29,
HR 7330,,3.33335,-20.90407,0.63,
HR 7331,28    Aql,47.13955,-0.51803,0.26,0.004
HR 7332,29Ome2Aql,46.42395,-0.96098,0.08,0.001
HR 7333,26    Aql,31.39506,-8.93274,0.92,0.03
HR 7334,,356.15136,-23.17743,1.14,
HR 7335,,65.79883,9.29871,-0.19,
HR 7336,27    Aql,35.47149,-6.89247,-0.04,0.008
HR 7337,Bet1Sgr,353.61349,-23.92761,-0.1,
HR 7338,,69.49524,11.09329,-0.03,
HR 7339,,18.74275,-15.10289,-0.1,
HR 734,,286.99446,-49.73178,-0.04,
HR 7340,44Rho1Sgr,20.0577,-14.54785,0.22,0.042
HR 7341,,80.82263,16.1872,1.12,0.003
HR 7342,46Ups Sgr,21.83889,-13.7746,0.1,
HR 7343,Bet2Sgr,353.28298,-24.11661,0.34,0.03
HR 7344,45Rho2Sgr,19.64073,-14.77505,1.06,
HR 7345,,69.44551,10.93095,0.68,0.038
HR 7346,,67.56979,9.82281,-0.12,
HR 7347,,29.06609,-10.57246,-0.1,
HR 7348,Alp Sgr,357.71116,-23.08974,-0.1,
HR 7349,,36.24778,-6.99127,1.09,
HR 735,,206.86643,-67.09272,1.61,
HR 7350,,354.47937,-24.031,1.6,
HR 7351,,85.52887,17.88408,0.03,
HR 7352,60Tau Dra,104.73283,24.21163,1.25,0.015
HR 7353,,29.87794,-10.3805,1.45,
HR 7354,,45.32896,-2.3568,0.44,
HR 7355,,10.67576,-19.0408,-0.13,
HR 7356,,88.77262,18.99197,1.58,
HR 7357,,49.78446,-0.06625,0.27,
HR 7358,3    Vul,59.77956,5.32023,-0.12,
HR 7359,,66.24677,8.70544,1.03,
HR 736,14    Tri,144.73897,-22.42561,1.47,
HR 7360,,9.29494,-19.67508,1.26,
HR 7361,,95.51395,21.33118,-0.04,
HR 7362,47Chi1Sgr,14.03077,-17.95578,0.23,0.035
HR 7363,49Chi3Sgr,14.58176,-17.79432,1.43,
HR 7364,,54.56863,2.32087,0.01,
HR 7365,,88.95119,18.89173,,
HR 7366,,32.38392,-9.69021,0.33,
HR 7367,,24.14109,-13.70505,1.43,
HR 7368,,66.07667,8.38337,0.81,0.057
HR 7369,2    Sge,51.70153,0.62636,0.08,
HR 737,,166.25075,-51.98306,1.27,0.041
HR 7370,,343.1517,-26.89913,1.4,
HR 7371,58Pi  Dra,96.89639,21.65858,0.02,0.02
