hr,alt_name,ra,dec,bv_color,parallax
7150,37Xi 2Sgr,284.4325,-21.1067,1.18,0.011
7151,,284.5887,-31.0361,1.35,
7152,Eps CrA,284.6808,-37.1075,0.41,0.032
7153,,283.4429,57.4869,1.23,
7154,,283.6963,48.8597,0.43,0.017
7155,,284.5854,-24.8767,0.08,
7156,,284.7963,-39.5347,-0.04,
7157,13    Lyr,283.8337,43.9461,1.59,0
7158,64    Ser,284.3192,2.5353,0,
7159,,284.6025,-22.5294,0.09,
7160,,281.4088,79.9425,0.28,
7161,,285.8737,-68.7553,0.56,
7162,,284.2567,32.9014,0.59,0.057
7163,,284.5992,6.2403,0.46,
7164,,284.8617,-18.5669,0.99,
7165,,284.5612,17.3608,0.8,-0.007
7166,,284.8492,-12.8406,-0.04,0.006
7167,10    Aql,284.6954,13.9067,0.25,
7168,,285.1033,-24.9422,1.25,
7169,,285.2633,-37.0608,,
7170,,285.2679,-37.0619,-0.03,
7171,,284.6879,19.7942,-0.04,
7172,11    Aql,284.7737,13.6225,0.53,0.039
7173,,284.8229,10.1408,0.25,
7174,,284.5079,38.2661,-0.17,
7175,48    Dra,284.1875,57.815,1.15,0.018
7176,13Eps Aql,284.9058,15.0683,1.08,0.028
7177,,285.5363,-41.91,0,
7178,14Gam Lyr,284.7358,32.6894,-0.05,0.021
7179,,284.6942,40.6792,-0.16,
7180,52Ups Dra,283.5996,71.2972,1.15,0.014
7181,,284.9396,26.2306,1.24,-0.002
7182,,285.4075,-22.6956,1.66,
7183,,284.9921,22.8147,1.75,
7184,,284.3683,58.2253,0.08,-0.008
7185,,284.8012,39.2178,-0.17,
7186,,285.3896,-15.2825,1,
7187,,284.1067,65.2581,0.95,-0.002
7188,Zet CrA,285.7787,-42.0953,-0.02,0.031
7189,NOVA 1899,274.99167,-25.18417,,
7190,,285.9892,-51.0186,1.24,
7191,,284.3225,62.3967,0.93,
7192,15Lam Lyr,285.0038,32.1456,1.47,-0.003
7193,12    Aql,285.42,-5.7389,1.09,0.021
7194,38Zet Sgr,285.6529,-29.8803,0.08,0.025
7195,,285.6154,-24.8469,1.23,
7196,,284.7483,50.8094,0.98,
7197,,285.8238,-38.2533,0.32,
7198,,285.2729,19.3097,,
7199,,283.3883,75.7875,,-0.004
7200,,285.3442,20.8336,0.02,
7201,,285.0792,40.6842,,
7202,,285.3225,26.2914,-0.08,0.009
7203,,285.7658,-19.2453,1.29,
7204,,285.23,33.8022,0.97,
7205,,285.7792,-19.1033,0.48,
7206,,285.3954,25.0258,,
7207,,285.4562,22.2639,0.16,
7208,,285.59,8.3742,1.67,
7209,14    Aql,285.7271,-3.6989,0,
7210,,285.0571,50.5336,-0.18,
7211,,286.1046,-31.0469,0.03,
7212,,285.4513,33.6214,-0.12,
7213,Rho Tel,286.5829,-52.3408,0.53,0.022
7214,,285.8842,1.8189,0.18,
7215,16    Lyr,285.36,46.9347,0.19,0.036
7216,,285.7192,19.6611,1.34,
7217,39Omi Sgr,286.1708,-21.7417,1.01,0.044
7218,49    Dra,285.1808,55.6583,0.86,
7219,,286.0446,3.3306,0.13,
7220,,286.1008,-5.685,4.19,
7221,,287.4696,-68.4247,0.91,0.03
7222,,285.9271,21.2678,0.32,
7223,,286.7317,-48.2992,-0.02,
7224,,284.7192,69.5311,-0.15,
7225,15    Aql,286.24,-4.0314,1.12,0.002
7226,Gam CrA,286.6046,-37.0633,0.52,0.054
7227,Gam CrA,286.6046,-37.0633,0.52,0.054
7228,Sig Oct,317.1925,-88.9564,0.27,
7229,,285.5292,52.2611,1,0.005
7230,,286.4217,-15.6603,-0.02,
7231,,286.3275,-1.5128,0.35,
7232,,286.7188,-37.8103,0.72,0.063
7233,,287.2171,-55.7203,1.1,
7234,40Tau Sgr,286.735,-27.6706,1.19,0.044
7235,17Zet Aql,286.3525,13.8633,0.01,0.045
7236,16Lam Aql,286.5621,-4.8825,-0.09,0.032
7237,,286.2412,31.7444,1.54,0.018
7238,,286.2429,30.7333,1.55,
7239,,286.7179,-16.2289,-0.04,
7240,,286.8788,-28.6369,1.61,
7241,,286.7854,-18.7378,-0.04,
7242,Del CrA,287.0871,-40.4967,1.09,0.016
7243,,286.5925,8.23,1.6,
7244,,286.4463,29.9217,1.65,
7245,,286.7879,0.6417,0.05,
7246,,287.0608,-24.6569,0.04,
7247,,284.4883,77.0508,0.38,
7248,18    Aql,286.7442,11.0714,-0.07,0.016
7249,,287.0696,-19.29,-0.11,
7250,,286.66,24.2508,0.09,
7251,51    Dra,286.23,53.3967,-0.01,0.023
7252,,286.2913,49.9233,,
7253,,286.6571,28.6286,0.29,0.025
7254,Alp CrA,287.3679,-37.9044,0.04,0.036
7255,,287.4154,-39.8281,1.06,
7256,,287.4017,-36.1647,-0.02,
7257,,287.4908,-41.8925,-0.08,
7258,,286.5708,41.4139,-0.15,
7259,Bet CrA,287.5071,-39.3408,1.2,0.016
7260,,286.9887,16.8533,0.7,0.059
7261,17    Lyr,286.8567,32.5017,0.34,0.017
7262,18Iot Lyr,286.8254,36.1003,-0.11,
7263,,287.015,21.6989,0.4,0.008
7264,41Pi  Sgr,287.4408,-21.0236,0.35,0.026
7265,,287.4504,-19.8036,1.16,0.004
7266,19    Aql,287.2496,6.0733,0.35,0.032
7267,,287.1675,16.8514,0.52,0.018
7268,,287.7575,-39.005,0.01,
7269,,287.465,-0.4281,-0.04,
7270,,287.8287,-29.5022,-0.04,
7271,,288.1921,-50.4864,0.95,
7272,,287.2683,34.6006,0.63,0.025
7273,,288.0408,-37.5828,1.02,
7274,Tau Pav,289.1187,-69.1906,0.17,
7275,,287.1075,52.4256,1.09,0.002
7276,,288.1167,-21.6581,1.13,
7277,,288.3071,-25.9067,1.38,
7278,,289.3,-66.6614,0.18,
7279,20    Aql,288.1696,-7.9394,0.13,
7280,,287.8788,26.7358,0.41,
7281,,288.6654,-45.1933,0.9,0.022
7282,,288.3146,-12.2825,1.44,
7283,19    Lyr,287.9417,31.2833,-0.07,
7284,,287.8463,40.4292,0.09,
7285,,288.1433,16.8464,-0.01,0.007
7286,,288.1529,21.5544,0.03,
7287,21    Aql,288.4279,2.2936,-0.07,0.009
7288,,288.4337,5.5158,0.09,
7289,,289.0904,-45.4664,1.35,0.01
7290,55    Dra,287.4408,65.9786,0,
7291,,288.8883,-24.1792,0.54,0.023
7292,42Psi Sgr,288.885,-25.2567,0.56,0.005
7293,,288.0192,49.8542,0.65,0.044
7294,,288.0208,49.8561,0.65,0.044
7295,53    Dra,287.9188,56.8592,1.01,0.012
7296,,289.1367,-33.5217,0.02,
7297,,289.5392,-53.3867,0.49,
7298,20Eta Lyr,288.4396,39.1461,-0.15,0.002
7299,,288.7608,20.2033,0.88,
7300,,288.8337,15.0836,1.07,
7301,1    Sge,288.8225,21.2322,0.11,
7302,,288.8533,30.5264,1.67,
7303,22    Aql,289.1292,4.8347,0.08,0.016
7304,43    Sgr,289.4088,-18.9531,1.02,0.006
7305,,288.9875,27.4556,-0.06,0.002
7306,1    Vul,289.0542,21.3903,-0.05,0.017
7307,,289.1117,14.5447,-0.02,0.021
7308,,288.9975,27.9269,0.61,
7309,54    Dra,288.48,57.705,1.16,0.025
7310,57Del Dra,288.1388,67.6617,1,0.032
7311,,288.8304,50.0708,,
7312,59    Dra,287.2908,76.5606,0.31,0.049
7313,,289.4508,2.0317,0.02,
7314,21The Lyr,289.0921,38.1336,1.26,0.013
7315,25Ome1Aql,289.4542,11.5953,0.2,0.014
7316,,289.9167,-35.4214,-0.13,
7317,,289.7504,-15.5364,1.43,0.041
7318,2    Vul,289.4317,23.0256,0.02,0.007
7319,23    Aql,289.6354,1.0853,1.15,0.003
7320,,291.0225,-68.3711,1.23,
7321,24    Aql,289.7121,0.3392,1.05,0.01
7322,,289.2142,46.9992,0.44,0.018
7323,,290.1092,-31.8178,1.67,
7324,,289.5033,31.0222,0.08,
7325,,289.7196,9.6181,1.05,
7326,,289.7021,19.6106,0.03,
7327,,290.1588,-22.4025,0.27,
7328,1Kap Cyg,289.2758,53.3686,0.96,0.024
7329,Eta Tel,290.7129,-54.4236,0.02,0.02
7330,,290.3746,-34.9839,0.63,
7331,28    Aql,289.9138,12.3747,0.26,0.004
7332,29Ome2Aql,289.9708,11.535,0.08,0.001
7333,26    Aql,290.1371,-5.4158,0.92,0.03
7334,,290.54,-42.0161,1.14,
7335,,289.7658,33.3889,-0.19,
7336,27    Aql,290.1487,-0.8922,-0.04,0.008
7337,Bet1Sgr,290.6596,-44.4589,-0.1,
7338,,289.755,37.4453,-0.03,
7339,,290.4046,-19.2342,-0.1,
7340,44Rho1Sgr,290.4183,-17.8472,0.22,0.042
7341,,289.6571,49.5697,1.12,0.003
7342,46Ups Sgr,290.4317,-15.955,0.1,
7343,Bet2Sgr,290.805,-44.7997,0.34,0.03
7344,45Rho2Sgr,290.4621,-18.3083,1.06,
7345,,289.9121,37.3306,0.68,0.038
7346,,290.1379,35.1861,-0.12,
7347,,290.5862,-8.2011,-0.1,
7348,Alp Sgr,290.9717,-40.6161,-0.1,
7349,,290.5896,-0.2525,1.09,
7350,,291.0892,-43.7231,1.6,
7351,,289.9021,54.3761,0.03,
7352,60Tau Dra,288.8875,73.3556,1.25,0.015
7353,,290.7692,-7.4003,1.45,
7354,,290.7017,9.9131,0.44,
7355,,291.1254,-27.8656,-0.13,
7356,,290.0671,57.6453,1.58,
7357,,290.7842,14.9211,0.27,
7358,3    Vul,290.7121,26.2625,-0.12,
7359,,290.6392,33.5181,1.03,
7360,,291.2671,-29.3092,1.26,
7361,,289.9421,64.3908,-0.04,
7362,47Chi1Sgr,291.3188,-24.5086,0.23,0.035
7363,49Chi3Sgr,291.3737,-23.9622,1.43,
7364,,290.9454,20.2644,0.01,
7365,,290.3558,57.7669,,
7366,,291.2567,-4.8842,0.33,
7367,,291.34,-13.8969,1.43,
7368,,290.8917,33.2222,0.81,0.057
7369,2    Sge,291.0921,16.9378,0.08,
7370,,291.9504,-54.3253,1.4,
7371,58Pi  Dra,290.1671,65.7147,0.02,0.02
7372,2    Cyg,291.0317,29.6214,-0.1,
7373,31    Aql,291.2425,11.9444,0.77,0.059
7374,,291.0933,28.0878,-0.08,
7375,50    Sgr,291.58,-21.7767,1.22,
7376,,291.0254,36.4519,,
7377,30Del Aql,291.3746,3.1147,0.32,0.072
7378,,291.5463,-15.0531,0.02,
7379,,291.6025,-14.5511,0.05,
7380,,291.7354,-29.7433,0,
7381,,290.8492,50.2714,-0.08,
7382,,290.9854,43.3881,0.92,
7383,,292.7954,-68.4339,1.64,
7384,,291.3433,20.2714,-0.02,
7385,4    Vul,291.3692,19.7986,0.98,0.026
7386,,291.3575,24.9128,0.51,0.027
7387,32Nu  Aql,291.6296,0.3386,0.6,-0.008
7388,,292.4692,-55.4414,0.98,
7389,,291.6004,13.0239,0.47,0.032
7390,5    Vul,291.555,20.0978,-0.01,
7391,,291.6196,19.8914,1.55,
7392,,292.3496,-43.4458,0.22,0.013
7393,Mu  Tel,292.6437,-55.11,0.45,
7394,Lam UMi,259.2367,89.0378,1.57,
7395,4    Cyg,291.5379,36.3178,-0.12,-0.007
7396,,291.8912,14.2825,-0.06,
7397,,292.0867,2.9303,0.01,
7398,,292.4675,-26.9856,1.12,0.045
7399,,292.5612,-32.0922,0.39,
7400,35    Aql,292.2542,1.9503,0.08,
7401,,291.4446,58.0272,-0.15,
7402,,292.3396,-7.0439,1.1,0.013
7403,,291.9021,37.9411,-0.14,
7404,,292.325,0.2461,1.32,
7405,6Alp Vul,292.1762,24.665,1.5,0.014
7406,8    Vul,292.2375,24.7686,1.03,0.004
7407,,292.3421,14.5958,1.05,
7408,7Iot1Cyg,291.8579,52.3206,0,
7409,7    Vul,292.3371,20.2797,-0.1,
7410,,292.725,-21.3122,0.12,
7411,,293.2242,-53.1858,0.3,
7412,,292.5438,2.9042,1.82,
7413,,291.6104,62.5572,1.39,
7414,36    Aql,292.6658,-2.7889,1.75,0.029
7415,,292.6379,3.4444,0.01,
7416,,293.34,-45.2719,-0.04,
7417,6Bet1Cyg,292.6804,27.9597,1.13,0.017
7418,6Bet2Cyg,292.6888,27.9653,-0.1,0.017
7419,,292.6954,36.2286,-0.04,0.005
7420,10Iot2Cyg,292.4262,51.7297,0.14,0.005
7421,,292.8408,26.6172,0.93,
7422,,293.5354,-40.0347,0.09,
7423,,290.4175,79.6028,0.07,
7424,Iot Tel,293.8042,-48.0992,1.09,0.002
7425,,288.7825,83.4628,0.1,
7426,8    Cyg,292.9429,34.4531,-0.14,
7427,,292.8304,50.3067,1.25,
7428,,292.8067,55.7319,1.16,
7429,38Mu  Aql,293.5225,7.3789,1.17,0.045
7430,37    Aql,293.7804,-10.5603,1.13,0.007
7431,51    Sgr,294.0071,-24.7192,0.19,0.018
7432,,293.8742,-7.4603,1.12,
7433,,293.89,-12.2528,1.09,
7434,,294.6079,-57.9833,0.97,0.015
7435,,294.9671,-66.6856,0.02,
7436,,293.4017,38.7622,0.03,
7437,9    Vul,293.6454,19.7733,-0.09,
7438,,293.855,2.9133,0.41,
7439,,294.1088,-18.8528,0.27,
7440,52    Sgr,294.1767,-24.8836,-0.07,0.002
7441,9    Cyg,293.7121,29.4631,0.55,0.021
7442,,293.4233,49.2625,1.64,
7443,,294.2638,-18.2311,1.26,0.01
7444,,293.6717,42.4128,0.05,0.001
7445,,294.0333,11.15,,
7446,39Kap Aql,294.2229,-7.0275,0,
7447,41Iot Aql,294.1804,-1.2864,-0.08,0.004
7448,,293.2921,60.1586,1.57,
7449,,294.0658,14.3917,1.04,
7450,,292.7508,70.9894,1.41,
7451,,293.5825,51.2367,0.48,0.037
7452,,294.0346,22.5858,-0.07,
7453,,293.6663,48.1647,0.24,
7454,,294.3933,-14.3017,0.5,0.047
7455,,295.4062,-65.8542,1.55,
7456,,294.2188,11.2733,0.88,
7457,11    Cyg,293.9513,36.9444,-0.11,
7458,,294.1571,20.3328,1.32,-0.013
7459,,295.0763,-54.4175,1,
7460,42    Aql,294.4471,-4.6475,0.43,0.027
7461,,294.925,-45.2781,0.28,
7462,61Sig Dra,293.09,69.6611,0.79,0.177
7463,4Eps Sge,294.3225,16.4628,1.02,
7464,,294.9821,-39.4333,0.23,
7465,,293.9829,50.2386,1.06,
7466,,294.2892,29.3336,-0.09,
7467,,294.2358,38.3839,-0.15,
7468,,294.1579,44.695,0.93,0.019
7469,13The Cyg,294.1104,50.2211,0.38,0.056
7470,53    Sgr,294.9558,-23.4278,0.03,
7471,,294.7042,3.3817,0.04,
7472,,294.5729,20.7828,1.08,
7473,,295.0296,-23.4286,1.04,
7474,44Sig Aql,294.7983,5.3978,0.03,
7475,,294.8558,16.5714,2.07,
7476,54    Sgr,295.1808,-16.2933,1.13,0.037
7477,,294.4862,49.2844,0.99,0.006
7478,12Phi Cyg,294.8442,30.1533,0.97,0.007
7479,5Alp Sge,295.0242,18.0139,0.78,0
7480,45    Aql,295.1804,-0.6211,0.11,0.018
7481,,294.9375,33.9792,0.08,
7482,,295.1179,20.4767,0.39,
7483,14    Cyg,294.8604,42.8183,-0.08,0.019
7484,,294.6717,54.9739,0.44,0.036
7485,,295.1654,23.7175,0.01,
7486,,295.2729,13.8156,-0.08,
7487,,294.8933,45.9581,0.9,
7488,6Bet Sge,295.2621,17.4761,1.05,0.011
7489,55    Sgr,295.6296,-16.1239,0.33,0.04
7490,,295.3121,22.4528,1.53,
7491,,295.9067,-37.5389,0.01,
7492,,295.1717,43.0778,1.56,
7493,46    Aql,295.5533,12.1933,-0.03,
7494,,299.0063,-81.3497,1.4,
7495,,295.2092,45.525,0.4,0.021
7496,,295.8896,-15.47,0.46,0.045
7497,47Chi Aql,295.6417,11.8267,0.57,0.006
7498,,297.3554,-72.5033,0.22,0.033
7499,,295.4896,40.2539,0.18,0.006
7500,,295.0542,60.5072,0.22,0.026
7501,,295.7046,29.3317,0.33,
7502,,295.6858,32.4267,0.11,
7503,16    Cyg,295.4537,50.5253,0.64,0.039
7504,,295.4667,50.5175,0.66,0.039
7505,,295.7896,30.6786,0,
7506,10    Vul,295.9287,25.7719,0.93,0.023
7507,,296.505,-31.9086,0.02,
7508,,295.9829,27.1356,1.1,-0.008
7509,,295.5171,55.4633,1.61,
7510,Nu  Tel,297.005,-56.3625,0.2,
7511,48Psi Aql,296.1421,13.3028,-0.03,
7512,,295.9642,34.1625,-0.06,
7513,,297.4721,-66.8128,1.48,
7514,,295.9375,41.7731,1.57,0.014
7515,56    Sgr,296.5904,-19.7611,0.93,0.025
7516,,296.4675,-2.8833,0.05,
7517,15    Cyg,296.0692,37.3544,0.95,0.021
7518,,296.2029,29.2647,0.64,-0.01
7519,49Ups Aql,296.4163,7.6133,0.18,0.027
7520,,296.1592,34.4139,,
7521,,297.2296,-52.8881,1.13,
7522,,295.8108,58.0164,0.56,0.045
7523,,296.2042,40.7167,1.64,
7524,,297.7554,-65.605,0.3,
7525,50Gam Aql,296.565,10.6133,1.52,0.016
7526,,295.915,57.0425,0.88,
7527,,297.5904,-61.0614,-0.14,
7528,18Del Cyg,296.2437,45.1308,-0.03,0.03
7529,,296.415,36.0911,-0.03,0.018
7530,,296.4642,35.0128,1.06,
7531,,297.6867,-59.1931,0.08,0.013
7532,,297.0125,-13.7033,0.2,
7533,,296.6646,25.1339,0.27,
7534,17    Cyg,296.6067,33.7278,0.47,0.049
7535,,296.6458,32.8886,1.13,0.016
7536,7Del Sge,296.8471,18.5342,1.41,0.001
7537,,297.5575,-47.5572,1.7,
7538,,297.2983,-28.7889,0.4,
7539,NOVA 1670,296.90792,27.31111,,
7540,,296.9525,25.3839,0.99,
7541,,297.2592,-10.8708,1.24,
7542,,297.1267,10.6942,0.96,
7543,,296.8658,38.4075,-0.06,
7544,52Pi  Aql,297.1754,11.8158,,0.003
7545,,296.0771,69.3369,0.05,
7546,8Zet Sge,297.2446,19.1422,0.1,0.01
7547,,296.8617,47.9078,1.64,
7548,,298.1567,-54.9711,0.92,
7549,,298.1625,-54.9767,0.1,
7550,,297.1829,35.3114,0.44,0.017
7551,,297.2108,33.4372,0.2,
7552,,297.9608,-39.8744,-0.06,0.02
7553,51    Aql,297.695,-10.7636,0.38,
7554,,297.5729,7.9025,-0.1,
7555,,297.3646,38.71,0.9,
7556,,297.4775,28.4406,-0.06,
7557,53Alp Aql,297.6958,8.8683,0.22,0.198
7558,,298.6683,-61.1708,0.16,
7559,,297.7963,-2.4608,1.57,
7560,54Omi Aql,297.7567,10.4156,0.55,0.048
7561,57    Sgr,298.05,-19.045,0.98,0.021
7562,,297.8238,9.6303,0.1,
7563,,296.6862,68.4383,0.28,
7564,Chi Cyg,297.6412,32.9142,1.82,0.012
7565,12    Vul,297.7671,22.61,-0.14,
7566,19    Cyg,297.6417,38.7225,1.69,0
7567,,297.6554,40.5997,-0.04,
7568,,297.6958,37.8264,1.7,0.005
7569,,298.0146,11.6289,0.65,0.022
7570,55Eta Aql,298.1183,1.0056,0.89,0.01
7571,,298.2767,-14.6031,0.14,
7572,,298.065,10.3514,-0.01,
7573,,298.0067,24.9922,0.71,0.006
7574,9    Sge,298.0908,18.6719,0.01,
7575,,298.3279,-3.1144,0.2,0.003
7576,20    Cyg,297.6571,52.9881,1.28,0.014
7577,,297.8308,47.3772,0.36,
7578,,298.5738,-23.9411,1.02,0.075
7579,,299.6721,-69.1639,0.23,0.032
7580,,298.3442,4.4006,0.02,
7581,Iot Sgr,298.8154,-41.8683,1.08,0.035
7582,63Eps Dra,297.0433,70.2678,0.89,0.016
7583,,298.0679,36.4322,1.43,
7584,56    Aql,298.5342,-8.5742,1.64,
7585,,298.7712,-33.0464,1.48,
7586,,299.2404,-57.9256,1.53,
7587,,299.2758,-58.9014,-0.01,0.022
7588,,299.7208,-68.7622,0.16,
7589,,297.9962,47.0275,-0.07,0.009
7590,Eps Pav,300.1479,-72.9106,-0.03,0.016
7591,,298.03,47.9319,-0.18,
7592,13    Vul,298.3654,24.0797,-0.06,0.009
7593,57    Aql,298.6567,-8.2272,-0.08,0.01
7594,57    Aql,298.6588,-8.2372,-0.04,0.01
7595,59Xi  Aql,298.5621,8.4614,1.05,0.023
7596,58    Aql,298.6867,0.2736,0.1,
7597,58Ome Sgr,298.96,-26.2994,0.75,0.062
7598,,298.6679,7.1403,0.03,
7599,,298.8317,-6.7342,0.39,0.01
7600,,298.255,47.8075,-0.11,
7601,,298.6296,24.3194,-0.02,0.015
7602,60Bet Aql,298.8283,6.4067,0.86,0.07
7603,Mu 1Pav,300.0958,-66.9494,1.04,0.037
7604,59    Sgr,299.2367,-27.17,1.46,0.014
7605,,299.4221,-38.0583,0.39,
7606,,298.7013,36.9961,0.75,
7607,,298.7771,30.1953,-0.08,
7608,23    Cyg,298.3225,57.5236,-0.13,
7609,10    Sge,299.0054,16.6347,0.67,0.009
7610,61Phi Aql,299.0596,11.4239,-0.01,0.023
7611,,298.3975,59.7089,0.02,
7612,Mu 2Pav,300.4683,-66.9442,1.22,0.025
7613,22    Cyg,298.9654,38.4867,-0.08,
7614,61    Sgr,299.4875,-15.4914,0.05,0.032
7615,21Eta Cyg,299.0767,35.0833,1.02,0.015
7616,,299.2508,20.9981,0.07,
7617,,299.735,-30.5381,1.05,
7618,60    Sgr,299.7383,-26.1956,0.9,0.014
7619,24Psi Cyg,298.9075,52.4389,0.12,0.005
7620,,299.1842,36.2508,-0.15,
7621,,300.1054,-49.3511,1.06,
7622,11    Sge,299.4392,16.7892,-0.05,-0.003
7623,The1Sgr,299.9342,-35.2764,-0.15,
7624,The2Sgr,299.9637,-34.6978,0.17,0.033
7625,,300.4362,-59.3761,1.53,0.005
7626,,298.8421,58.2503,1.02,
7627,,300.1104,-43.0433,1.64,
7628,,299.3079,40.3681,-0.1,
7629,,300.0663,-37.7022,1,
7630,,300.2013,-45.1131,0.28,0.017
7631,,300.0846,-33.7039,0.49,0.049
7632,,299.1879,50.9025,-0.01,
7633,,298.9808,58.8461,1.59,0.004
7634,,299.0792,56.6869,,
7635,12Gam Sge,299.6892,19.4922,1.57,0.013
7636,,299.8446,1.3778,1.13,
7637,,299.9475,-9.9583,0.58,0.04
7638,,299.4842,42.2608,,0.003
7639,,300.36,-40.8142,0.11,
7640,,299.6583,30.9836,-0.06,0.036
7641,14    Vul,299.7938,23.1014,,0.019
7642,,299.6433,38.1056,-0.09,0.004
7643,,300.3496,-22.7372,0.97,
7644,,301.3867,-67.3208,0.64,0.054
7645,13    Sge,300.0138,17.5167,1.67,
7646,,299.8354,45.7722,0.16,
7647,25    Cyg,299.98,37.0428,-0.17,
7648,,300.2454,8.5581,1.52,
7649,63    Sgr,300.4942,-13.6369,0.08,0.02
7650,62    Sgr,300.6646,-27.7097,1.65,0.028
7651,,299.8142,52.0558,-0.19,
7652,,300.8896,-37.9408,1.41,0.02
7653,15    Vul,300.2754,27.7536,0.18,0.03
7654,,299.6196,63.5342,0.09,
7655,,300.3138,37.0989,1.31,
7656,,300.4362,24.8003,-0.12,
7657,16    Vul,300.5058,24.9381,0.36,0.004
7658,,300.9346,-22.5956,0.5,
7659,,301.0817,-32.0564,1.21,0.007
7660,26    Cyg,300.34,50.1047,1.11,0.014
7661,,301.005,-7.4697,0.35,
7662,,300.8183,18.5006,1.42,
7663,,302.0854,-66.3547,1.58,
7664,,300.875,16.0314,-0.1,0.008
7665,Del Pav,302.1817,-66.1819,0.76,0.17
7666,,299.6746,70.3669,0.88,
7667,62    Aql,301.0967,-0.7094,1.3,0.004
7668,,301.3838,-33,-0.08,
7669,63Tau Aql,301.0346,7.2781,1.06,0.005
7670,,300.9058,29.8967,0.73,0.047
7671,,301.2725,-11.5994,0.52,
7672,15    Sge,301.0258,17.07,0.61,0.06
7673,Xi  Tel,301.8467,-52.8808,1.62,0.014
7674,,301.8962,-55.0164,0.53,
7675,65    Sgr,301.36,-12.6653,0.04,
7676,64    Dra,300.3687,64.8211,1.56,0.006
7677,,301.2442,23.2103,,
7678,,301.1504,32.2186,0.54,
7679,16Eta Sge,301.2896,19.9911,1.06,0.032
7680,,301.3604,15.5003,1.64,
7681,,301.5508,-4.0783,1.16,
7682,65    Dra,300.5846,64.6344,,
7683,,301.2908,38.4783,0.64,0.041
7684,,301.12,48.2297,0.04,
7685,67Rho Dra,300.7046,67.8736,1.32,0.017
7686,69    Dra,299.9025,76.4814,1.61,
7687,,301.2779,51.8394,1.6,
7688,17    Vul,301.7225,23.6144,-0.18,
7689,27    Cyg,301.5908,35.9725,0.85,0.032
7690,64    Aql,302.0075,-0.6783,1.02,
7691,,302.78,-57.5239,0.06,
7692,,301.3396,56.3414,0.43,
7693,,301.9596,9.3997,0.46,0.015
7694,,302.1304,-10.0628,0.06,
7695,,301.1858,63.8906,0.1,0.023
7696,,302.0271,16.6642,1.91,
7697,,301.5575,53.1658,0.39,0.027
7698,,306.2267,-83.3106,0.2,
7699,,301.9225,34.4231,0.16,
7700,,302.1596,10.7258,-0.12,
7701,66    Dra,301.3867,61.9956,1.18,0.037
7702,,301.7979,50.2292,0.13,
7703,,302.7996,-36.1011,0.87,0.179
7704,,301.2221,68.0272,1.65,
7705,17The Sge,302.4858,20.9153,0.38,0.029
7706,,303.0996,-42.7806,1.23,
7707,,303.6121,-63.4158,0.31,
7708,28    Cyg,302.3567,36.8397,-0.13,
7709,,302.7921,-8.8422,-0.15,
7710,65The Aql,302.8263,-0.8214,-0.07,0.012
7711,18    Vul,302.6396,26.9042,0.08,0.002
7712,1Xi 1Cap,302.9912,-12.3925,1.21,
7713,,302.7646,21.1347,0.9,
7714,,303.5792,-52.4456,1.5,0.02
7715,2Xi 2Cap,303.1079,-12.6175,0.48,0.037
7716,,302.8379,21.8756,-0.02,
7717,,303.1467,0.8675,0.02,0.009
7718,19    Vul,302.95,26.8089,1.41,
7719,20    Vul,303.0029,26.4789,-0.11,
7720,66    Aql,303.3079,-1.0094,1.43,0.028
7721,,303.0158,47.7369,-0.12,
7722,,303.8225,-27.0328,0.88,0.124
7723,,303.4192,24.2389,0.29,0.011
7724,67Rho Aql,303.5692,15.1975,0.08,0.023
7725,,303.9608,-30.0053,1.51,
7726,,303.1325,51.4636,1.14,
7727,68    Dra,302.8954,62.0786,0.47,0.031
7728,,304.0988,-36.4544,1.54,
7729,,304.1104,-35.1978,0.37,
7730,30    Cyg,303.325,46.8158,0.09,0.012
7731,21    Vul,303.5604,28.6947,0.18,0.01
7732,,304.7625,-63.2311,1.04,
7733,,303.4283,43.3792,1.5,
7734,,303.5208,36.6053,0,
7735,31    Cyg,303.4079,46.7414,1.28,0.007
7736,29    Cyg,303.6333,36.8064,0.14,0.036
7737,,303.59,42.1036,-0.04,
7738,3    Cap,304.095,-12.3369,0.01,
7739,,303.8163,25.5919,-0.18,
7740,33    Cyg,303.3496,56.5678,0.11,0.021
7741,22    Vul,303.8758,23.5086,1.04,0.004
7742,,303.3654,60.6406,1.47,
7743,,303.8488,33.7294,0.91,
7744,23    Vul,303.9421,27.8142,1.26,0.008
7745,,304.7333,-47.7108,1.67,
7746,18    Sge,304.0821,21.5986,1.04,
7747,5Alp1Cap,304.4121,-12.5083,1.07,0.006
7748,4    Cap,304.5058,-21.81,1,0.04
7749,,304.8246,-47.5803,0.46,0.026
7750,1Kap Cep,302.2221,77.7114,-0.05,0.001
7751,32    Cyg,303.8679,47.7144,1.52,0.014
7752,,304.0142,38.8978,0.01,
7753,24    Vul,304.1963,24.6711,0.95,-0.003
7754,6Alp2Cap,304.5138,-12.5447,0.94,0.034
7755,,303.9308,50.2328,,
7756,,304.0025,45.5794,0.38,
7757,,304.1175,37.0564,-0.09,
7758,,305.1346,-55.0508,1.59,
7759,,304.2304,40.365,1.65,0.004
7760,,304.3813,29.1481,1.01,0.009
7761,7Sig Cap,304.8483,-19.1186,1.4,0.025
